segment_id,recording_id,species,scientific_name,source_file,segment_number,start_time,end_time,segment_duration,recording_duration,sample_rate,file_path,split
"XC1078430-Koel,-Asian-_Ale-hman_2_segment_0000.wav","XC1078430-Koel,-Asian-_Ale-hman_2",Asian Koel,Eudynamys scolopaceus,"XC1078430-Koel,-Asian-_Ale-hman_2.wav",0,0.0,5.0,5,35.5,32000,"dataset\segments\Eudynamys_scolopaceus\XC1078430-Koel,-Asian-_Ale-hman_2_segment_0000.wav",train
"XC1078430-Koel,-Asian-_Ale-hman_2_segment_0001.wav","XC1078430-Koel,-Asian-_Ale-hman_2",Asian Koel,Eudynamys scolopaceus,"XC1078430-Koel,-Asian-_Ale-hman_2.wav",1,2.5,7.5,5,35.5,32000,"dataset\segments\Eudynamys_scolopaceus\XC1078430-Koel,-Asian-_Ale-hman_2_segment_0001.wav",train
"XC1078430-Koel,-Asian-_Ale-hman_2_segment_0002.wav","XC1078430-Koel,-Asian-_Ale-hman_2",Asian Koel,Eudynamys scolopaceus,"XC1078430-Koel,-Asian-_Ale-hman_2.wav",2,5.0,10.0,5,35.5,32000,"dataset\segments\Eudynamys_scolopaceus\XC1078430-Koel,-Asian-_Ale-hman_2_segment_0002.wav",train
"XC1078430-Koel,-Asian-_Ale-hman_2_segment_0003.wav","XC1078430-Koel,-Asian-_Ale-hman_2",Asian Koel,Eudynamys scolopaceus,"XC1078430-Koel,-Asian-_Ale-hman_2.wav",3,7.5,12.5,5,35.5,32000,"dataset\segments\Eudynamys_scolopaceus\XC1078430-Koel,-Asian-_Ale-hman_2_segment_0003.wav",train
"XC1078430-Koel,-Asian-_Ale-hman_2_segment_0004.wav","XC1078430-Koel,-Asian-_Ale-hman_2",Asian Koel,Eudynamys scolopaceus,"XC1078430-Koel,-Asian-_Ale-hman_2.wav",4,10.0,15.0,5,35.5,32000,"dataset\segments\Eudynamys_scolopaceus\XC1078430-Koel,-Asian-_Ale-hman_2_segment_0004.wav",train
"XC1078430-Koel,-Asian-_Ale-hman_2_segment_0005.wav","XC1078430-Koel,-Asian-_Ale-hman_2",Asian Koel,Eudynamys scolopaceus,"XC1078430-Koel,-Asian-_Ale-hman_2.wav",5,12.5,17.5,5,35.5,32000,"dataset\segments\Eudynamys_scolopaceus\XC1078430-Koel,-Asian-_Ale-hman_2_segment_0005.wav",train
"XC1078430-Koel,-Asian-_Ale-hman_2_segment_0006.wav","XC1078430-Koel,-Asian-_Ale-hman_2",Asian Koel,Eudynamys scolopaceus,"XC1078430-Koel,-Asian-_Ale-hman_2.wav",6,15.0,20.0,5,35.5,32000,"dataset\segments\Eudynamys_scolopaceus\XC1078430-Koel,-Asian-_Ale-hman_2_segment_0006.wav",train
"XC1078430-Koel,-Asian-_Ale-hman_2_segment_0007.wav","XC1078430-Koel,-Asian-_Ale-hman_2",Asian Koel,Eudynamys scolopaceus,"XC1078430-Koel,-Asian-_Ale-hman_2.wav",7,17.5,22.5,5,35.5,32000,"dataset\segments\Eudynamys_scolopaceus\XC1078430-Koel,-Asian-_Ale-hman_2_segment_0007.wav",train
"XC1078430-Koel,-Asian-_Ale-hman_2_segment_0008.wav","XC1078430-Koel,-Asian-_Ale-hman_2",Asian Koel,Eudynamys scolopaceus,"XC1078430-Koel,-Asian-_Ale-hman_2.wav",8,20.0,25.0,5,35.5,32000,"dataset\segments\Eudynamys_scolopaceus\XC1078430-Koel,-Asian-_Ale-hman_2_segment_0008.wav",train
"XC1078430-Koel,-Asian-_Ale-hman_2_segment_0009.wav","XC1078430-Koel,-Asian-_Ale-hman_2",Asian Koel,Eudynamys scolopaceus,"XC1078430-Koel,-Asian-_Ale-hman_2.wav",9,22.5,27.5,5,35.5,32000,"dataset\segments\Eudynamys_scolopaceus\XC1078430-Koel,-Asian-_Ale-hman_2_segment_0009.wav",train
"XC1078430-Koel,-Asian-_Ale-hman_2_segment_0010.wav","XC1078430-Koel,-Asian-_Ale-hman_2",Asian Koel,Eudynamys scolopaceus,"XC1078430-Koel,-Asian-_Ale-hman_2.wav",10,25.0,30.0,5,35.5,32000,"dataset\segments\Eudynamys_scolopaceus\XC1078430-Koel,-Asian-_Ale-hman_2_segment_0010.wav",train
"XC1078430-Koel,-Asian-_Ale-hman_2_segment_0011.wav","XC1078430-Koel,-Asian-_Ale-hman_2",Asian Koel,Eudynamys scolopaceus,"XC1078430-Koel,-Asian-_Ale-hman_2.wav",11,27.5,32.5,5,35.5,32000,"dataset\segments\Eudynamys_scolopaceus\XC1078430-Koel,-Asian-_Ale-hman_2_segment_0011.wav",train
"XC1078430-Koel,-Asian-_Ale-hman_2_segment_0012.wav","XC1078430-Koel,-Asian-_Ale-hman_2",Asian Koel,Eudynamys scolopaceus,"XC1078430-Koel,-Asian-_Ale-hman_2.wav",12,30.0,35.0,5,35.5,32000,"dataset\segments\Eudynamys_scolopaceus\XC1078430-Koel,-Asian-_Ale-hman_2_segment_0012.wav",train
XC1089796-Koel-8_11_segment_0000.wav,XC1089796-Koel-8_11,Asian Koel,Eudynamys scolopaceus,XC1089796-Koel-8_11.wav,0,0.0,5.0,5,19.008,32000,dataset\segments\Eudynamys_scolopaceus\XC1089796-Koel-8_11_segment_0000.wav,train
XC1089796-Koel-8_11_segment_0001.wav,XC1089796-Koel-8_11,Asian Koel,Eudynamys scolopaceus,XC1089796-Koel-8_11.wav,1,2.5,7.5,5,19.008,32000,dataset\segments\Eudynamys_scolopaceus\XC1089796-Koel-8_11_segment_0001.wav,train
XC1089796-Koel-8_11_segment_0002.wav,XC1089796-Koel-8_11,Asian Koel,Eudynamys scolopaceus,XC1089796-Koel-8_11.wav,2,5.0,10.0,5,19.008,32000,dataset\segments\Eudynamys_scolopaceus\XC1089796-Koel-8_11_segment_0002.wav,train
XC1089796-Koel-8_11_segment_0003.wav,XC1089796-Koel-8_11,Asian Koel,Eudynamys scolopaceus,XC1089796-Koel-8_11.wav,3,7.5,12.5,5,19.008,32000,dataset\segments\Eudynamys_scolopaceus\XC1089796-Koel-8_11_segment_0003.wav,train
XC1089796-Koel-8_11_segment_0004.wav,XC1089796-Koel-8_11,Asian Koel,Eudynamys scolopaceus,XC1089796-Koel-8_11.wav,4,10.0,15.0,5,19.008,32000,dataset\segments\Eudynamys_scolopaceus\XC1089796-Koel-8_11_segment_0004.wav,train
XC1089796-Koel-8_11_segment_0005.wav,XC1089796-Koel-8_11,Asian Koel,Eudynamys scolopaceus,XC1089796-Koel-8_11.wav,5,12.5,17.5,5,19.008,32000,dataset\segments\Eudynamys_scolopaceus\XC1089796-Koel-8_11_segment_0005.wav,train
XC1096403-asian-koel-Colombo-260304_2050-(10)_segment_0000.wav,XC1096403-asian-koel-Colombo-260304_2050-(10),Asian Koel,Eudynamys scolopaceus,XC1096403-asian-koel-Colombo-260304_2050-(10).wav,0,0.0,5.0,5,23.666,32000,dataset\segments\Eudynamys_scolopaceus\XC1096403-asian-koel-Colombo-260304_2050-(10)_segment_0000.wav,train
XC1096403-asian-koel-Colombo-260304_2050-(10)_segment_0001.wav,XC1096403-asian-koel-Colombo-260304_2050-(10),Asian Koel,Eudynamys scolopaceus,XC1096403-asian-koel-Colombo-260304_2050-(10).wav,1,2.5,7.5,5,23.666,32000,dataset\segments\Eudynamys_scolopaceus\XC1096403-asian-koel-Colombo-260304_2050-(10)_segment_0001.wav,train
XC1096403-asian-koel-Colombo-260304_2050-(10)_segment_0002.wav,XC1096403-asian-koel-Colombo-260304_2050-(10),Asian Koel,Eudynamys scolopaceus,XC1096403-asian-koel-Colombo-260304_2050-(10).wav,2,5.0,10.0,5,23.666,32000,dataset\segments\Eudynamys_scolopaceus\XC1096403-asian-koel-Colombo-260304_2050-(10)_segment_0002.wav,train
XC1096403-asian-koel-Colombo-260304_2050-(10)_segment_0003.wav,XC1096403-asian-koel-Colombo-260304_2050-(10),Asian Koel,Eudynamys scolopaceus,XC1096403-asian-koel-Colombo-260304_2050-(10).wav,3,7.5,12.5,5,23.666,32000,dataset\segments\Eudynamys_scolopaceus\XC1096403-asian-koel-Colombo-260304_2050-(10)_segment_0003.wav,train
XC1096403-asian-koel-Colombo-260304_2050-(10)_segment_0004.wav,XC1096403-asian-koel-Colombo-260304_2050-(10),Asian Koel,Eudynamys scolopaceus,XC1096403-asian-koel-Colombo-260304_2050-(10).wav,4,10.0,15.0,5,23.666,32000,dataset\segments\Eudynamys_scolopaceus\XC1096403-asian-koel-Colombo-260304_2050-(10)_segment_0004.wav,train
XC1096403-asian-koel-Colombo-260304_2050-(10)_segment_0005.wav,XC1096403-asian-koel-Colombo-260304_2050-(10),Asian Koel,Eudynamys scolopaceus,XC1096403-asian-koel-Colombo-260304_2050-(10).wav,5,12.5,17.5,5,23.666,32000,dataset\segments\Eudynamys_scolopaceus\XC1096403-asian-koel-Colombo-260304_2050-(10)_segment_0005.wav,train
XC1096403-asian-koel-Colombo-260304_2050-(10)_segment_0006.wav,XC1096403-asian-koel-Colombo-260304_2050-(10),Asian Koel,Eudynamys scolopaceus,XC1096403-asian-koel-Colombo-260304_2050-(10).wav,6,15.0,20.0,5,23.666,32000,dataset\segments\Eudynamys_scolopaceus\XC1096403-asian-koel-Colombo-260304_2050-(10)_segment_0006.wav,train
XC1096403-asian-koel-Colombo-260304_2050-(10)_segment_0007.wav,XC1096403-asian-koel-Colombo-260304_2050-(10),Asian Koel,Eudynamys scolopaceus,XC1096403-asian-koel-Colombo-260304_2050-(10).wav,7,17.5,22.5,5,23.666,32000,dataset\segments\Eudynamys_scolopaceus\XC1096403-asian-koel-Colombo-260304_2050-(10)_segment_0007.wav,train
XC1096404-asian-koel-Colombo-260304_2050-(11)_segment_0000.wav,XC1096404-asian-koel-Colombo-260304_2050-(11),Asian Koel,Eudynamys scolopaceus,XC1096404-asian-koel-Colombo-260304_2050-(11).wav,0,0.0,5.0,5,20.799,32000,dataset\segments\Eudynamys_scolopaceus\XC1096404-asian-koel-Colombo-260304_2050-(11)_segment_0000.wav,train
XC1096404-asian-koel-Colombo-260304_2050-(11)_segment_0001.wav,XC1096404-asian-koel-Colombo-260304_2050-(11),Asian Koel,Eudynamys scolopaceus,XC1096404-asian-koel-Colombo-260304_2050-(11).wav,1,2.5,7.5,5,20.799,32000,dataset\segments\Eudynamys_scolopaceus\XC1096404-asian-koel-Colombo-260304_2050-(11)_segment_0001.wav,train
XC1096404-asian-koel-Colombo-260304_2050-(11)_segment_0002.wav,XC1096404-asian-koel-Colombo-260304_2050-(11),Asian Koel,Eudynamys scolopaceus,XC1096404-asian-koel-Colombo-260304_2050-(11).wav,2,5.0,10.0,5,20.799,32000,dataset\segments\Eudynamys_scolopaceus\XC1096404-asian-koel-Colombo-260304_2050-(11)_segment_0002.wav,train
XC1096404-asian-koel-Colombo-260304_2050-(11)_segment_0003.wav,XC1096404-asian-koel-Colombo-260304_2050-(11),Asian Koel,Eudynamys scolopaceus,XC1096404-asian-koel-Colombo-260304_2050-(11).wav,3,7.5,12.5,5,20.799,32000,dataset\segments\Eudynamys_scolopaceus\XC1096404-asian-koel-Colombo-260304_2050-(11)_segment_0003.wav,train
XC1096404-asian-koel-Colombo-260304_2050-(11)_segment_0004.wav,XC1096404-asian-koel-Colombo-260304_2050-(11),Asian Koel,Eudynamys scolopaceus,XC1096404-asian-koel-Colombo-260304_2050-(11).wav,4,10.0,15.0,5,20.799,32000,dataset\segments\Eudynamys_scolopaceus\XC1096404-asian-koel-Colombo-260304_2050-(11)_segment_0004.wav,train
XC1096404-asian-koel-Colombo-260304_2050-(11)_segment_0005.wav,XC1096404-asian-koel-Colombo-260304_2050-(11),Asian Koel,Eudynamys scolopaceus,XC1096404-asian-koel-Colombo-260304_2050-(11).wav,5,12.5,17.5,5,20.799,32000,dataset\segments\Eudynamys_scolopaceus\XC1096404-asian-koel-Colombo-260304_2050-(11)_segment_0005.wav,train
XC1096404-asian-koel-Colombo-260304_2050-(11)_segment_0006.wav,XC1096404-asian-koel-Colombo-260304_2050-(11),Asian Koel,Eudynamys scolopaceus,XC1096404-asian-koel-Colombo-260304_2050-(11).wav,6,15.0,20.0,5,20.799,32000,dataset\segments\Eudynamys_scolopaceus\XC1096404-asian-koel-Colombo-260304_2050-(11)_segment_0006.wav,train
XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0000.wav,XC1135257-噪鹃-杭州西溪湿地-20260518,Asian Koel,Eudynamys scolopaceus,XC1135257-噪鹃-杭州西溪湿地-20260518.wav,0,0.0,5.0,5,43.535,32000,dataset\segments\Eudynamys_scolopaceus\XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0000.wav,train
XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0001.wav,XC1135257-噪鹃-杭州西溪湿地-20260518,Asian Koel,Eudynamys scolopaceus,XC1135257-噪鹃-杭州西溪湿地-20260518.wav,1,2.5,7.5,5,43.535,32000,dataset\segments\Eudynamys_scolopaceus\XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0001.wav,train
XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0002.wav,XC1135257-噪鹃-杭州西溪湿地-20260518,Asian Koel,Eudynamys scolopaceus,XC1135257-噪鹃-杭州西溪湿地-20260518.wav,2,5.0,10.0,5,43.535,32000,dataset\segments\Eudynamys_scolopaceus\XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0002.wav,train
XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0003.wav,XC1135257-噪鹃-杭州西溪湿地-20260518,Asian Koel,Eudynamys scolopaceus,XC1135257-噪鹃-杭州西溪湿地-20260518.wav,3,7.5,12.5,5,43.535,32000,dataset\segments\Eudynamys_scolopaceus\XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0003.wav,train
XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0004.wav,XC1135257-噪鹃-杭州西溪湿地-20260518,Asian Koel,Eudynamys scolopaceus,XC1135257-噪鹃-杭州西溪湿地-20260518.wav,4,10.0,15.0,5,43.535,32000,dataset\segments\Eudynamys_scolopaceus\XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0004.wav,train
XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0005.wav,XC1135257-噪鹃-杭州西溪湿地-20260518,Asian Koel,Eudynamys scolopaceus,XC1135257-噪鹃-杭州西溪湿地-20260518.wav,5,12.5,17.5,5,43.535,32000,dataset\segments\Eudynamys_scolopaceus\XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0005.wav,train
XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0006.wav,XC1135257-噪鹃-杭州西溪湿地-20260518,Asian Koel,Eudynamys scolopaceus,XC1135257-噪鹃-杭州西溪湿地-20260518.wav,6,15.0,20.0,5,43.535,32000,dataset\segments\Eudynamys_scolopaceus\XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0006.wav,train
XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0007.wav,XC1135257-噪鹃-杭州西溪湿地-20260518,Asian Koel,Eudynamys scolopaceus,XC1135257-噪鹃-杭州西溪湿地-20260518.wav,7,17.5,22.5,5,43.535,32000,dataset\segments\Eudynamys_scolopaceus\XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0007.wav,train
XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0008.wav,XC1135257-噪鹃-杭州西溪湿地-20260518,Asian Koel,Eudynamys scolopaceus,XC1135257-噪鹃-杭州西溪湿地-20260518.wav,8,20.0,25.0,5,43.535,32000,dataset\segments\Eudynamys_scolopaceus\XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0008.wav,train
XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0009.wav,XC1135257-噪鹃-杭州西溪湿地-20260518,Asian Koel,Eudynamys scolopaceus,XC1135257-噪鹃-杭州西溪湿地-20260518.wav,9,22.5,27.5,5,43.535,32000,dataset\segments\Eudynamys_scolopaceus\XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0009.wav,train
XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0010.wav,XC1135257-噪鹃-杭州西溪湿地-20260518,Asian Koel,Eudynamys scolopaceus,XC1135257-噪鹃-杭州西溪湿地-20260518.wav,10,25.0,30.0,5,43.535,32000,dataset\segments\Eudynamys_scolopaceus\XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0010.wav,train
XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0011.wav,XC1135257-噪鹃-杭州西溪湿地-20260518,Asian Koel,Eudynamys scolopaceus,XC1135257-噪鹃-杭州西溪湿地-20260518.wav,11,27.5,32.5,5,43.535,32000,dataset\segments\Eudynamys_scolopaceus\XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0011.wav,train
XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0012.wav,XC1135257-噪鹃-杭州西溪湿地-20260518,Asian Koel,Eudynamys scolopaceus,XC1135257-噪鹃-杭州西溪湿地-20260518.wav,12,30.0,35.0,5,43.535,32000,dataset\segments\Eudynamys_scolopaceus\XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0012.wav,train
XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0013.wav,XC1135257-噪鹃-杭州西溪湿地-20260518,Asian Koel,Eudynamys scolopaceus,XC1135257-噪鹃-杭州西溪湿地-20260518.wav,13,32.5,37.5,5,43.535,32000,dataset\segments\Eudynamys_scolopaceus\XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0013.wav,train
XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0014.wav,XC1135257-噪鹃-杭州西溪湿地-20260518,Asian Koel,Eudynamys scolopaceus,XC1135257-噪鹃-杭州西溪湿地-20260518.wav,14,35.0,40.0,5,43.535,32000,dataset\segments\Eudynamys_scolopaceus\XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0014.wav,train
XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0015.wav,XC1135257-噪鹃-杭州西溪湿地-20260518,Asian Koel,Eudynamys scolopaceus,XC1135257-噪鹃-杭州西溪湿地-20260518.wav,15,37.5,42.5,5,43.535,32000,dataset\segments\Eudynamys_scolopaceus\XC1135257-噪鹃-杭州西溪湿地-20260518_segment_0015.wav,train
XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0000.wav,XC1136883-Asian-Koel-20260524-01b-Garden-Makham,Asian Koel,Eudynamys scolopaceus,XC1136883-Asian-Koel-20260524-01b-Garden-Makham.wav,0,0.0,5.0,5,87.755,32000,dataset\segments\Eudynamys_scolopaceus\XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0000.wav,train
XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0001.wav,XC1136883-Asian-Koel-20260524-01b-Garden-Makham,Asian Koel,Eudynamys scolopaceus,XC1136883-Asian-Koel-20260524-01b-Garden-Makham.wav,1,2.5,7.5,5,87.755,32000,dataset\segments\Eudynamys_scolopaceus\XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0001.wav,train
XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0002.wav,XC1136883-Asian-Koel-20260524-01b-Garden-Makham,Asian Koel,Eudynamys scolopaceus,XC1136883-Asian-Koel-20260524-01b-Garden-Makham.wav,2,5.0,10.0,5,87.755,32000,dataset\segments\Eudynamys_scolopaceus\XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0002.wav,train
XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0003.wav,XC1136883-Asian-Koel-20260524-01b-Garden-Makham,Asian Koel,Eudynamys scolopaceus,XC1136883-Asian-Koel-20260524-01b-Garden-Makham.wav,3,7.5,12.5,5,87.755,32000,dataset\segments\Eudynamys_scolopaceus\XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0003.wav,train
XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0004.wav,XC1136883-Asian-Koel-20260524-01b-Garden-Makham,Asian Koel,Eudynamys scolopaceus,XC1136883-Asian-Koel-20260524-01b-Garden-Makham.wav,4,10.0,15.0,5,87.755,32000,dataset\segments\Eudynamys_scolopaceus\XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0004.wav,train
XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0005.wav,XC1136883-Asian-Koel-20260524-01b-Garden-Makham,Asian Koel,Eudynamys scolopaceus,XC1136883-Asian-Koel-20260524-01b-Garden-Makham.wav,5,12.5,17.5,5,87.755,32000,dataset\segments\Eudynamys_scolopaceus\XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0005.wav,train
XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0006.wav,XC1136883-Asian-Koel-20260524-01b-Garden-Makham,Asian Koel,Eudynamys scolopaceus,XC1136883-Asian-Koel-20260524-01b-Garden-Makham.wav,6,15.0,20.0,5,87.755,32000,dataset\segments\Eudynamys_scolopaceus\XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0006.wav,train
XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0007.wav,XC1136883-Asian-Koel-20260524-01b-Garden-Makham,Asian Koel,Eudynamys scolopaceus,XC1136883-Asian-Koel-20260524-01b-Garden-Makham.wav,7,17.5,22.5,5,87.755,32000,dataset\segments\Eudynamys_scolopaceus\XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0007.wav,train
XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0008.wav,XC1136883-Asian-Koel-20260524-01b-Garden-Makham,Asian Koel,Eudynamys scolopaceus,XC1136883-Asian-Koel-20260524-01b-Garden-Makham.wav,8,20.0,25.0,5,87.755,32000,dataset\segments\Eudynamys_scolopaceus\XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0008.wav,train
XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0009.wav,XC1136883-Asian-Koel-20260524-01b-Garden-Makham,Asian Koel,Eudynamys scolopaceus,XC1136883-Asian-Koel-20260524-01b-Garden-Makham.wav,9,22.5,27.5,5,87.755,32000,dataset\segments\Eudynamys_scolopaceus\XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0009.wav,train
XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0010.wav,XC1136883-Asian-Koel-20260524-01b-Garden-Makham,Asian Koel,Eudynamys scolopaceus,XC1136883-Asian-Koel-20260524-01b-Garden-Makham.wav,10,25.0,30.0,5,87.755,32000,dataset\segments\Eudynamys_scolopaceus\XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0010.wav,train
XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0011.wav,XC1136883-Asian-Koel-20260524-01b-Garden-Makham,Asian Koel,Eudynamys scolopaceus,XC1136883-Asian-Koel-20260524-01b-Garden-Makham.wav,11,27.5,32.5,5,87.755,32000,dataset\segments\Eudynamys_scolopaceus\XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0011.wav,train
XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0012.wav,XC1136883-Asian-Koel-20260524-01b-Garden-Makham,Asian Koel,Eudynamys scolopaceus,XC1136883-Asian-Koel-20260524-01b-Garden-Makham.wav,12,30.0,35.0,5,87.755,32000,dataset\segments\Eudynamys_scolopaceus\XC1136883-Asian-Koel-20260524-01b-Garden-Makham_segment_0012.wav,train
